0,0.112087912,0.019792648,0,0,0,0,0.004664179,0.001592357,0,0,0,0.018362663,0.005997001,0,0.009041591,0,0.011029412,0,0,0,0,0,0,0,0.186609687,0,0,0,0,0,0,0.003263708,0,0.002542912,0,0,0.001274697,0,0,0,0.000812678,0,0,0,0,0.145743146,0,0,0,0,0,0,0,0,0,0,0.000233481,0.116412214,0,0.109215017,0,0.01552795,0.00122499,0,0,0,0,0,0,0,0,0,0.024657534,0,0,0,0
0.1456,0,0.006597549,0,0,0,0,0.000466418,0.000796178,0.003699137,0,0,0.003060444,0.127436282,0,0,0.00456621,0.000919118,0,0,0,0,0,0,0,0.005698006,0.025806452,0,0,0,0,0,0.004569191,0,0,0.041666667,0.015810277,0,0,0,0,0,0,0.008130081,0,0.012578616,0.011544012,0,0,0,0,0,0,0,0,0,0,0,0.002862595,0,0.060295791,0,0.00931677,0.00040833,0,0,0,0,0,0,0,0,0,0.144292237,0,0.007614213,0,0.002824859
0.0288,0.015384615,0,0,0,0,0,0.00233209,0.008757962,0.006781751,0,0,0.209640398,0.00149925,0,0.007233273,0,0.011029412,0.00219539,0,0,0,0,0,0,0.017094017,0,0,0,0,0,0,0.125326371,0,0.002542912,0,0,0,0,0,0,0.002438033,0,0,0,0,0.007215007,0,0,0,0,0,0,0,0,0,0,0.003035256,0.175572519,0.002268717,0.176336746,0,0.01863354,0.00122499,0,0,0,0,0,0,0.000558036,0,0,0.098630137,0,0,0,0
0,0,0,0,0.106060606,0.320224719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017331023,0,0,0,0.006451613,0,0,0.039408867,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.042372881,0,0,0.020964361,0,0.034129693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002369668,0.009478673,0,0,0.058823529,0,0.002452984,0,0,0
0,0,0,0.047945205,0,0.039325843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008665511,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0.021505376,0,0,0,0,0,0,0,0,0.195652174,0.050847458,0,0,0.008385744,0,0.001706485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0.002452984,0,0,0
0,0,0,0.438356164,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005199307,0,0,0,0,0,0,0.024630542,0.05,0.020833333,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0,0,0.130434783,0.449152542,0,0,0.044025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.06505102,0.120124805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014121801,0.028571429,0,0,0,0,0.000727802,0,0,0,0,0,0.000570288,0,0.002844372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233481,0,0.004285354,0,0.000947867,0,0.00122499,0,0,0.003201024,0.008345979,0,0,0,0,0,0,0,0,0,0
0.016,0.004395604,0.006597549,0,0,0,0,0,0.210987261,0.011097411,0.00042517,0,0.009946442,0,0,0,0,0.193933824,0.010976948,0,0,0,0,0,0,0.017094017,0.022580645,0,0.002090592,0,0,0,0.010443864,0.00363901,0.188811189,0,0,0.02804334,0,0.00855432,0,0.004063389,0,0,0,0.006289308,0.288600289,0,0,0,0,0,0,0,0,0,0.011889036,0.091991595,0.026717557,0.002520797,0.013651877,0,0,0.202939976,0,0,0.003201024,0,0.002369668,0,0.007254464,0,0,0.002739726,0.002452984,0,0,0
0.0016,0.002197802,0.008482564,0,0,0,0,0.12266791,0,0.187422935,0.00042517,0,0.014537108,0,0,0,0,0.252757353,0,0,0,0,0,0,0,0.00997151,0,0,0,0,0,0,0.065926893,0,0.00317864,0,0,0.000637349,0,0.007698888,0,0.003250711,0,0,0,0.012578616,0.007215007,0,0,0,0,0,0,0,0,0,0.010568032,0.036423068,0.018129771,0.00025208,0.004550626,0.000947867,0.00310559,0.012658228,0,0,0,0.000758725,0.004739336,0,0.003348214,0,0,0.003652968,0,0,0,0
0.0016,0.013186813,0.014137606,0,0,0,0,0.007462687,0.195063694,0,0,0.000780031,0.058913542,0,0,0,0,0.013786765,0,0,0,0,0,0,0,0.001424501,0,0.002647838,0,0,0,0,0.219321149,0.000727802,0,0,0,0,0,0.009124608,0,0.002031694,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0.009247028,0.178613122,0.013358779,0.002268717,0.013651877,0,0.00310559,0.003674969,0,0,0,0,0,0,0.010044643,0,0,0.021917808,0,0,0,0
0,0,0,0,0,0,0.33902439,0,0,0,0,0.22074883,0.003825555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013239188,0.250174216,0,0,0,0,0.030567686,0.003814367,0,0,0.000637349,0.010752688,0.006273168,0,0.025193011,0,0,0,0,0,0,0,0,0,0.01048218,0,0,0.010218978,0,0,0.000466962,0,0.232165364,0,0.036966825,0,0.003266639,0,0,0.21446863,0.056904401,0,0,0.0078125,0,0,0,0,0,0,0
0,0,0,0,0,0,0.287804878,0,0,0.000616523,0.117346939,0,0.001530222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103265666,0.01533101,0,0,0,0.002610966,0.001455604,0,0,0,0,0,0.006843456,0,0.008939456,0,0,0,0,0,0,0,0,0,0.002096436,0,0,0,0,0,0.003268737,0,0.15452483,0,0.004739336,0,0,0,0.015665796,0.010883483,0.020485584,0,0,0.000558036,0,0,0,0,0,0,0
